video_name,batch,num_valid_ratings,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,rating_11,rating_12,rating_13,rating_14,rating_15,rating_16,rating_17,rating_18,rating_19,rating_20,rating_21,rating_22,rating_23,rating_24,rating_25,rating_26,rating_27,rating_28,rating_29,rating_30,rating_31,rating_32,rating_33,rating_34,rating_35,rating_36,rating_37,rating_38,rating_39,rating_40,rating_41,rating_42,rating_43,rating_44,rating_45,rating_46,rating_47,rating_48,rating_49,rating_50,rating_51,rating_52,rating_53,rating_54,rating_55,rating_56,rating_57,rating_58,rating_59,rating_60,rating_61
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_800k_hevcnvenc,B,37,31.0,0.0,9.0,39.0,67.0,7.0,29.0,29.0,27.0,56.0,32.0,41.0,27.0,54.0,21.0,16.0,11.0,14.0,68.0,24.0,48.0,87.0,18.0,44.0,20.0,44.0,33.0,1.0,97.0,31.0,32.0,17.0,62.0,75.0,69.0,67.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1000k_h264nvenc,B,37,8.0,0.0,28.0,13.0,12.0,48.0,17.0,0.0,8.0,51.0,27.0,16.0,17.0,50.0,26.0,14.0,5.0,74.0,73.0,39.0,28.0,31.0,7.0,34.0,19.0,60.0,0.0,5.0,75.0,21.0,29.0,36.0,64.0,17.0,70.0,68.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1300k_av1,B,37,51.0,0.0,50.0,53.0,91.0,73.0,21.0,62.0,29.0,57.0,31.0,23.0,35.0,59.0,34.0,69.0,27.0,70.0,58.0,47.0,67.0,77.0,54.0,75.0,13.0,51.0,97.0,41.0,68.0,43.0,45.0,64.0,78.0,49.0,88.0,82.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1500k_hevcnvenc,B,37,72.0,34.0,21.0,80.0,50.0,0.0,38.0,65.0,49.0,59.0,39.0,30.0,20.0,91.0,6.0,10.0,29.0,17.0,65.0,18.0,64.0,39.0,60.0,66.0,50.0,70.0,100.0,57.0,83.0,31.0,65.0,36.0,81.0,45.0,97.0,35.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_2500k_h264nvenc,B,37,67.0,32.0,18.0,70.0,86.0,55.0,38.0,33.0,50.0,52.0,48.0,46.0,66.0,73.0,20.0,65.0,29.0,68.0,66.0,21.0,68.0,74.0,37.0,65.0,54.0,70.0,66.0,20.0,75.0,47.0,59.0,41.0,63.0,35.0,93.0,64.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_3000k_av1,B,36,93.0,56.0,56.0,100.0,70.0,74.0,67.0,100.0,72.0,59.0,32.0,55.0,14.0,87.0,35.0,91.0,38.0,78.0,72.0,30.0,86.0,62.0,37.0,58.0,46.0,71.0,100.0,21.0,77.0,94.0,74.0,71.0,68.0,90.0,62.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_3500k_hevcnvenc,B,35,72.0,51.0,40.0,88.0,97.0,3.0,27.0,63.0,71.0,61.0,35.0,53.0,21.0,81.0,64.0,86.0,39.0,26.0,63.0,59.0,86.0,55.0,28.0,78.0,31.0,90.0,80.0,100.0,40.0,75.0,68.0,61.0,64.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_5000k_h264nvenc,B,37,74.0,58.0,66.0,88.0,58.0,60.0,60.0,93.0,72.0,52.0,55.0,46.0,48.0,80.0,67.0,91.0,36.0,76.0,72.0,58.0,86.0,83.0,13.0,77.0,59.0,61.0,100.0,74.0,49.0,57.0,85.0,65.0,66.0,92.0,88.0,68.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_500k_av1,B,37,9.0,0.0,8.0,47.0,18.0,68.0,7.0,51.0,28.0,62.0,42.0,25.0,27.0,50.0,43.0,28.0,18.0,79.0,70.0,30.0,31.0,74.0,25.0,46.0,31.0,50.0,100.0,3.0,64.0,32.0,28.0,10.0,51.0,22.0,91.0,75.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_600k_hevcnvenc,B,37,9.0,0.0,4.0,0.0,2.0,0.0,8.0,0.0,0.0,65.0,35.0,13.0,27.0,50.0,22.0,11.0,0.0,79.0,68.0,8.0,48.0,13.0,8.0,34.0,29.0,51.0,20.0,1.0,52.0,17.0,18.0,9.0,79.0,12.0,77.0,79.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2,C,32,38.0,83.0,91.0,72.0,74.0,54.0,87.0,88.0,79.0,90.0,43.0,68.0,92.0,63.0,96.0,72.0,91.0,71.0,98.0,56.0,70.0,89.0,84.0,73.0,96.0,82.0,62.0,96.0,60.0,90.0,71.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_10000k_h264nvenc,C,31,67.0,37.0,74.0,70.0,50.0,55.0,98.0,50.0,79.0,88.0,46.0,88.0,88.0,60.0,50.0,73.0,68.0,73.0,55.0,34.0,87.0,84.0,76.0,50.0,82.0,90.0,77.0,37.0,78.0,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_1500k_av1,C,32,60.0,54.0,59.0,73.0,78.0,51.0,55.0,59.0,74.0,60.0,56.0,90.0,87.0,76.0,50.0,51.0,49.0,50.0,43.0,61.0,35.0,59.0,75.0,79.0,69.0,34.0,67.0,71.0,45.0,68.0,35.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_2000k_hevcnvenc,C,32,72.0,54.0,32.0,52.0,69.0,56.0,55.0,30.0,74.0,84.0,50.0,71.0,80.0,57.0,55.0,52.0,7.0,70.0,59.0,58.0,34.0,72.0,82.0,74.0,36.0,38.0,59.0,40.0,20.0,40.0,68.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_2300k_h264nvenc,C,32,77.0,53.0,54.0,57.0,79.0,72.0,59.0,9.0,46.0,20.0,59.0,87.0,69.0,65.0,31.0,50.0,31.0,27.0,9.0,54.0,15.0,40.0,76.0,68.0,31.0,26.0,63.0,33.0,24.0,58.0,36.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_5000k_av1,C,32,66.0,63.0,88.0,70.0,80.0,48.0,94.0,87.0,73.0,98.0,63.0,70.0,87.0,91.0,78.0,73.0,69.0,71.0,66.0,56.0,35.0,89.0,85.0,72.0,64.0,90.0,85.0,77.0,52.0,87.0,70.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_500k_av1,C,32,15.0,41.0,59.0,29.0,58.0,76.0,22.0,13.0,64.0,56.0,58.0,59.0,50.0,62.0,4.0,28.0,24.0,7.0,27.0,54.0,24.0,8.0,64.0,75.0,36.0,26.0,68.0,24.0,25.0,23.0,16.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_5300k_h264nvenc,C,32,88.0,56.0,59.0,71.0,81.0,59.0,87.0,29.0,70.0,91.0,54.0,90.0,87.0,79.0,64.0,71.0,35.0,50.0,56.0,56.0,37.0,82.0,87.0,62.0,87.0,55.0,60.0,54.0,27.0,44.0,68.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_6000k_hevcnvenc,C,32,47.0,64.0,84.0,50.0,70.0,58.0,98.0,68.0,83.0,79.0,45.0,50.0,90.0,60.0,41.0,72.0,60.0,71.0,94.0,38.0,38.0,88.0,85.0,74.0,82.0,62.0,76.0,82.0,37.0,89.0,71.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_800k_hevcnvenc,C,32,80.0,16.0,21.0,30.0,58.0,57.0,21.0,10.0,81.0,48.0,51.0,28.0,50.0,60.0,40.0,11.0,18.0,29.0,34.0,57.0,25.0,9.0,67.0,74.0,31.0,32.0,74.0,32.0,16.0,16.0,28.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_10000k_av1,C,31,70.0,63.0,71.0,72.0,89.0,74.0,93.0,71.0,58.0,93.0,43.0,88.0,87.0,63.0,87.0,72.0,83.0,71.0,54.0,60.0,87.0,83.0,65.0,92.0,61.0,60.0,81.0,62.0,74.0,69.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_10000k_hevcnvenc,C,32,48.0,73.0,88.0,71.0,50.0,63.0,94.0,83.0,84.0,90.0,57.0,49.0,87.0,51.0,97.0,74.0,82.0,72.0,79.0,50.0,57.0,97.0,80.0,73.0,72.0,79.0,57.0,92.0,54.0,81.0,80.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_1000k_av1,C,32,58.0,44.0,50.0,69.0,72.0,61.0,68.0,50.0,74.0,59.0,61.0,87.0,68.0,86.0,83.0,49.0,47.0,50.0,37.0,53.0,36.0,29.0,67.0,73.0,74.0,34.0,65.0,39.0,46.0,43.0,69.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_1500k_hevcnvenc,C,32,26.0,48.0,27.0,59.0,66.0,50.0,56.0,10.0,83.0,66.0,43.0,82.0,80.0,57.0,41.0,33.0,37.0,73.0,39.0,55.0,30.0,45.0,50.0,63.0,41.0,28.0,61.0,26.0,52.0,44.0,31.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_25000k_h264nvenc,C,30,42.0,57.0,100.0,71.0,61.0,49.0,88.0,83.0,68.0,57.0,46.0,85.0,88.0,80.0,71.0,72.0,71.0,57.0,60.0,86.0,75.0,77.0,59.0,80.0,52.0,91.0,44.0,71.0,75.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_5000k_av1,C,31,47.0,79.0,69.0,66.0,51.0,63.0,94.0,62.0,87.0,94.0,55.0,52.0,88.0,82.0,97.0,71.0,56.0,72.0,61.0,56.0,38.0,91.0,73.0,97.0,73.0,76.0,72.0,53.0,68.0,70.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_5000k_h264nvenc,C,32,51.0,43.0,60.0,50.0,38.0,67.0,84.0,19.0,86.0,47.0,58.0,88.0,69.0,88.0,22.0,72.0,39.0,50.0,29.0,56.0,22.0,67.0,26.0,62.0,55.0,30.0,62.0,23.0,15.0,57.0,64.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_6000k_hevcnvenc,C,32,85.0,60.0,89.0,69.0,59.0,50.0,79.0,62.0,83.0,88.0,51.0,71.0,93.0,53.0,69.0,71.0,52.0,70.0,57.0,55.0,39.0,86.0,59.0,72.0,78.0,67.0,67.0,88.0,63.0,47.0,65.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_8500k_h264nvenc,C,32,46.0,44.0,82.0,49.0,87.0,52.0,94.0,69.0,64.0,59.0,56.0,71.0,87.0,88.0,41.0,72.0,61.0,50.0,56.0,62.0,29.0,72.0,80.0,75.0,78.0,53.0,66.0,41.0,27.0,68.0,74.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_1000k_av1,C,32,89.0,40.0,56.0,50.0,67.0,53.0,69.0,17.0,70.0,45.0,43.0,50.0,76.0,87.0,59.0,73.0,24.0,29.0,43.0,57.0,24.0,49.0,71.0,77.0,26.0,36.0,61.0,55.0,5.0,25.0,42.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_1000k_h264nvenc,C,32,39.0,37.0,21.0,30.0,90.0,59.0,50.0,9.0,80.0,44.0,46.0,88.0,68.0,86.0,22.0,33.0,37.0,29.0,29.0,49.0,8.0,10.0,30.0,72.0,22.0,40.0,62.0,64.0,18.0,22.0,32.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_800k_hevcnvenc,C,32,45.0,22.0,12.0,51.0,60.0,58.0,22.0,9.0,66.0,31.0,59.0,60.0,67.0,62.0,40.0,50.0,8.0,27.0,21.0,53.0,15.0,9.0,17.0,74.0,22.0,21.0,71.0,33.0,5.0,27.0,42.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1000k_h264nvenc,C,32,43.0,35.0,14.0,29.0,36.0,61.0,28.0,9.0,78.0,8.0,62.0,70.0,49.0,90.0,9.0,28.0,21.0,29.0,7.0,50.0,12.0,10.0,60.0,59.0,8.0,26.0,69.0,29.0,23.0,35.0,39.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1300k_av1,C,31,45.0,46.0,59.0,50.0,48.0,70.0,64.0,87.0,70.0,72.0,64.0,87.0,87.0,58.0,72.0,45.0,50.0,36.0,54.0,22.0,49.0,77.0,89.0,50.0,34.0,68.0,56.0,33.0,30.0,46.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1500k_hevcnvenc,C,32,34.0,38.0,60.0,68.0,68.0,57.0,94.0,13.0,82.0,75.0,65.0,50.0,84.0,71.0,41.0,52.0,9.0,50.0,30.0,40.0,29.0,51.0,79.0,64.0,36.0,33.0,69.0,30.0,29.0,19.0,48.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_2500k_h264nvenc,C,32,91.0,57.0,59.0,56.0,82.0,55.0,59.0,50.0,59.0,66.0,62.0,87.0,81.0,90.0,29.0,56.0,67.0,50.0,40.0,54.0,29.0,52.0,80.0,55.0,37.0,59.0,64.0,32.0,23.0,48.0,60.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_3000k_av1,C,32,36.0,54.0,71.0,54.0,83.0,58.0,93.0,70.0,79.0,93.0,68.0,89.0,88.0,91.0,71.0,72.0,77.0,72.0,50.0,54.0,29.0,93.0,92.0,78.0,55.0,61.0,69.0,76.0,52.0,50.0,70.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_3500k_hevcnvenc,C,32,59.0,35.0,64.0,51.0,58.0,68.0,59.0,50.0,89.0,74.0,62.0,86.0,87.0,56.0,36.0,67.0,64.0,58.0,59.0,59.0,42.0,76.0,87.0,65.0,78.0,45.0,69.0,53.0,45.0,72.0,45.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_5000k_h264nvenc,C,32,55.0,42.0,83.0,72.0,77.0,61.0,88.0,29.0,73.0,73.0,61.0,86.0,89.0,72.0,36.0,72.0,46.0,71.0,48.0,55.0,21.0,83.0,73.0,72.0,78.0,50.0,55.0,73.0,36.0,60.0,41.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_500k_av1,C,32,42.0,39.0,40.0,29.0,54.0,59.0,27.0,38.0,75.0,16.0,59.0,57.0,70.0,84.0,9.0,47.0,8.0,41.0,29.0,40.0,15.0,21.0,53.0,66.0,8.0,22.0,65.0,40.0,26.0,22.0,28.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_600k_hevcnvenc,C,31,65.0,24.0,0.0,28.0,68.0,49.0,23.0,19.0,66.0,11.0,38.0,50.0,49.0,60.0,13.0,7.0,22.0,28.0,8.0,61.0,4.0,33.0,66.0,13.0,12.0,68.0,29.0,3.0,40.0,36.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1,C,31,61.0,80.0,55.0,72.0,84.0,53.0,87.0,86.0,67.0,87.0,41.0,50.0,87.0,78.0,96.0,71.0,97.0,72.0,96.0,62.0,73.0,91.0,80.0,87.0,80.0,51.0,100.0,73.0,82.0,69.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_10000k_h264nvenc,C,32,26.0,83.0,100.0,72.0,57.0,52.0,99.0,86.0,86.0,85.0,50.0,88.0,87.0,76.0,44.0,74.0,94.0,73.0,96.0,59.0,62.0,97.0,82.0,67.0,87.0,95.0,64.0,100.0,56.0,82.0,67.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_1500k_av1,C,32,51.0,74.0,66.0,72.0,66.0,62.0,79.0,70.0,79.0,81.0,55.0,88.0,87.0,79.0,64.0,72.0,72.0,72.0,73.0,66.0,55.0,87.0,96.0,83.0,41.0,79.0,65.0,90.0,14.0,92.0,60.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_2000k_hevcnvenc,C,32,68.0,56.0,59.0,69.0,76.0,59.0,79.0,50.0,74.0,88.0,51.0,86.0,89.0,58.0,71.0,71.0,67.0,71.0,62.0,60.0,46.0,63.0,66.0,76.0,59.0,59.0,61.0,100.0,53.0,99.0,56.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_2300k_h264nvenc,C,32,38.0,54.0,26.0,50.0,45.0,57.0,50.0,50.0,67.0,22.0,67.0,88.0,67.0,56.0,13.0,50.0,44.0,28.0,50.0,54.0,29.0,34.0,54.0,66.0,31.0,43.0,72.0,41.0,26.0,50.0,54.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_5000k_av1,C,31,57.0,84.0,87.0,70.0,68.0,62.0,93.0,87.0,68.0,93.0,51.0,89.0,87.0,77.0,71.0,94.0,73.0,98.0,59.0,60.0,95.0,76.0,87.0,69.0,88.0,80.0,97.0,64.0,100.0,52.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_500k_av1,C,32,64.0,49.0,10.0,50.0,72.0,75.0,22.0,11.0,67.0,16.0,56.0,51.0,69.0,75.0,8.0,29.0,29.0,30.0,34.0,55.0,25.0,12.0,58.0,74.0,17.0,31.0,58.0,77.0,24.0,22.0,41.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_5300k_h264nvenc,C,32,55.0,66.0,87.0,71.0,90.0,58.0,79.0,71.0,75.0,70.0,58.0,90.0,76.0,57.0,31.0,27.0,100.0,72.0,82.0,57.0,47.0,78.0,91.0,76.0,36.0,81.0,65.0,96.0,60.0,97.0,65.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_6000k_hevcnvenc,C,32,79.0,79.0,76.0,72.0,64.0,64.0,87.0,78.0,87.0,100.0,46.0,69.0,82.0,58.0,41.0,73.0,96.0,71.0,62.0,67.0,57.0,77.0,81.0,72.0,73.0,82.0,63.0,100.0,55.0,87.0,41.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_800k_hevcnvenc,C,32,39.0,43.0,24.0,61.0,48.0,57.0,22.0,10.0,87.0,7.0,65.0,69.0,60.0,57.0,3.0,51.0,61.0,58.0,37.0,59.0,9.0,15.0,27.0,75.0,8.0,42.0,62.0,31.0,35.0,54.0,28.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_10000k_av1,C,31,88.0,86.0,86.0,71.0,60.0,56.0,97.0,90.0,84.0,94.0,56.0,89.0,88.0,81.0,96.0,74.0,86.0,91.0,54.0,56.0,91.0,67.0,82.0,96.0,94.0,65.0,100.0,77.0,92.0,75.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_10000k_hevcnvenc,C,31,17.0,52.0,100.0,72.0,94.0,91.0,93.0,81.0,85.0,92.0,55.0,93.0,87.0,76.0,59.0,73.0,73.0,73.0,97.0,61.0,62.0,94.0,66.0,74.0,69.0,61.0,100.0,63.0,96.0,69.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_1000k_av1,C,32,70.0,82.0,47.0,50.0,85.0,55.0,64.0,50.0,53.0,49.0,59.0,89.0,68.0,76.0,36.0,53.0,75.0,50.0,60.0,57.0,44.0,24.0,50.0,76.0,82.0,68.0,61.0,73.0,47.0,46.0,71.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_1500k_hevcnvenc,C,32,67.0,59.0,64.0,55.0,78.0,18.0,50.0,28.0,60.0,32.0,67.0,88.0,62.0,54.0,29.0,50.0,38.0,73.0,41.0,63.0,26.0,12.0,58.0,72.0,31.0,55.0,62.0,73.0,46.0,63.0,36.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_25000k_h264nvenc,C,31,43.0,73.0,73.0,69.0,66.0,55.0,98.0,87.0,66.0,92.0,47.0,86.0,87.0,85.0,53.0,81.0,73.0,95.0,50.0,74.0,70.0,83.0,79.0,92.0,98.0,68.0,94.0,61.0,83.0,85.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_5000k_av1,C,31,59.0,75.0,69.0,71.0,36.0,51.0,88.0,87.0,84.0,88.0,50.0,89.0,87.0,82.0,91.0,79.0,96.0,71.0,96.0,58.0,65.0,91.0,80.0,96.0,83.0,88.0,100.0,78.0,87.0,71.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_5000k_h264nvenc,C,31,48.0,67.0,34.0,50.0,67.0,80.0,79.0,9.0,70.0,30.0,66.0,87.0,68.0,53.0,3.0,51.0,37.0,6.0,53.0,19.0,11.0,16.0,63.0,22.0,32.0,60.0,37.0,12.0,63.0,41.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_6000k_hevcnvenc,C,32,47.0,87.0,59.0,71.0,71.0,68.0,87.0,87.0,83.0,69.0,53.0,88.0,87.0,63.0,50.0,73.0,96.0,71.0,64.0,54.0,76.0,100.0,87.0,72.0,74.0,92.0,63.0,100.0,62.0,72.0,54.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_8500k_h264nvenc,C,32,63.0,87.0,69.0,52.0,60.0,49.0,93.0,49.0,82.0,60.0,48.0,92.0,82.0,65.0,22.0,51.0,86.0,72.0,71.0,56.0,40.0,94.0,73.0,81.0,37.0,60.0,60.0,83.0,33.0,86.0,67.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_480p_1000k_av1,C,32,36.0,47.0,50.0,71.0,64.0,58.0,64.0,13.0,79.0,74.0,42.0,40.0,69.0,77.0,41.0,56.0,45.0,49.0,28.0,46.0,25.0,25.0,71.0,73.0,22.0,56.0,57.0,88.0,37.0,44.0,50.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_480p_1000k_h264nvenc,C,31,57.0,34.0,10.0,30.0,46.0,67.0,63.0,12.0,67.0,35.0,43.0,85.0,49.0,79.0,22.0,55.0,36.0,27.0,30.0,60.0,16.0,53.0,67.0,13.0,31.0,55.0,34.0,29.0,20.0,38.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_480p_800k_hevcnvenc,C,32,74.0,29.0,12.0,39.0,74.0,52.0,22.0,49.0,80.0,52.0,64.0,78.0,69.0,59.0,31.0,26.0,45.0,29.0,19.0,56.0,17.0,10.0,56.0,71.0,22.0,39.0,56.0,33.0,35.0,36.0,29.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_720p_1000k_h264nvenc,C,32,65.0,19.0,21.0,29.0,74.0,69.0,30.0,9.0,67.0,5.0,43.0,50.0,49.0,84.0,3.0,16.0,32.0,7.0,33.0,57.0,15.0,13.0,19.0,53.0,17.0,32.0,71.0,37.0,16.0,25.0,25.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_720p_1300k_av1,C,32,39.0,72.0,86.0,56.0,64.0,49.0,69.0,70.0,86.0,90.0,52.0,91.0,87.0,84.0,45.0,53.0,74.0,71.0,77.0,62.0,48.0,55.0,81.0,62.0,41.0,84.0,58.0,96.0,43.0,67.0,71.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_720p_1500k_hevcnvenc,C,32,12.0,26.0,50.0,50.0,83.0,48.0,50.0,39.0,67.0,13.0,60.0,79.0,85.0,78.0,40.0,50.0,76.0,51.0,67.0,59.0,33.0,55.0,61.0,65.0,39.0,71.0,62.0,89.0,24.0,68.0,71.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Astroysplayroom_1_720p_2500k_h264nvenc,C,32,93.0,44.0,73.0,57.0,69.0,54.0,78.0,29.0,79.0,44.0,57.0,94.0,85.0,86.0,68.0,70.0,76.0,72.0,76.0,57.0,34.0,78.0,72.0,67.0,41.0,78.0,69.0,72.0,53.0,69.0,71.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
