video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count,batch
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,21,7,14,23,6,12,25,6,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_1300k_av1,Moderately Clear,No visible artifacts,High level of immersion,19,21,3,20,19,4,22,16,5,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,16,21,6,15,23,5,16,21,6,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_2500k_h264_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,20,16,7,19,21,3,20,16,7,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_3000k_av1,Highly Clear,No visible artifacts,Moderate level of immersion,18,18,7,19,18,6,18,18,7,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,17,22,4,15,25,3,16,22,5,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_5000k_h264_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,21,15,5,19,20,2,20,18,3,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,20,4,19,20,4,18,22,3,F
amt_gaming_vqa_dataset/7-hLU5CPD88_AngryBirds2_4-26_720p_600k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,30,4,7,31,5,8,28,7,F
amt_gaming_vqa_dataset/7B22h8ZiZ5M_FIFA_19-00,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,8,27,2,4,29,1,4,30,F
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12,Highly Clear,No visible artifacts,High level of immersion,19,9,0,15,12,1,17,10,1,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,11,0,15,13,1,18,11,0,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,16,0,12,16,1,11,18,0,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,High level of immersion,12,15,2,9,16,4,12,12,5,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,15,4,7,15,6,6,17,5,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,21,7,0,15,12,1,20,8,0,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,17,5,7,16,6,6,17,6,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_5300k_h264_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,15,14,0,10,18,1,14,15,0,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,9,2,15,11,3,18,8,3,D
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,11,9,6,12,11,7,13,9,D
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_1-53_360p_600k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,20,14,1,20,14,1,19,14,2,D
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_1-53_360p_800k_av1,Highly Clear,No visible artifacts,High level of immersion,24,11,0,24,11,0,23,12,0,D
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_1-53_360p_800k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,22,12,1,22,12,1,23,11,1,D
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-10_360p_600k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,23,0,26,21,0,28,17,2,K
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-10_360p_800k_av1,Highly Clear,No visible artifacts,High level of immersion,32,15,0,29,17,1,29,17,1,K
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-10_360p_800k_h264_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,23,22,1,19,27,0,20,23,3,K
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-55_360p_600k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,12,1,26,11,0,22,15,0,G
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-55_360p_800k_av1,Highly Clear,No visible artifacts,High level of immersion,28,8,1,27,8,2,27,10,0,G
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-55_360p_800k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,13,0,26,11,0,25,11,1,G
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_3-16_360p_600k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,32,8,3,30,12,1,29,10,4,D
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_3-16_360p_800k_av1,Highly Clear,No visible artifacts,High level of immersion,34,8,1,31,11,1,33,8,2,D
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_3-16_360p_800k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,30,10,3,28,13,2,28,12,3,D
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06,Highly Clear,No visible artifacts,High level of immersion,19,13,3,16,15,4,17,15,3,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,18,14,1,19,16,3,17,16,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_1300k_av1,Highly Clear,No visible artifacts,High level of immersion,19,17,0,18,18,0,18,18,0,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_1500k_hevc_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,19,14,3,16,16,4,17,16,3,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_2500k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,16,2,18,16,2,19,15,2,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_3000k_av1,Highly Clear,No visible artifacts,High level of immersion,20,16,0,18,18,0,20,16,0,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_3500k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,22,13,1,20,15,1,20,15,1,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_5000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,11,0,22,12,1,23,11,1,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,8,12,16,5,14,17,5,15,16,F
amt_gaming_vqa_dataset/8cN8L9nNCYI_FallGuys_1-06_720p_600k_hevc_nvenc,Moderately Clear,Severe Artifacts Present,Low level of immersion,4,16,16,3,14,19,4,13,19,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,23,4,12,25,5,15,22,5,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,26,9,8,24,11,7,25,11,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,16,21,6,13,24,6,12,25,6,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,27,5,11,27,5,11,27,5,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_2500k_h264_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,19,18,5,14,22,6,17,20,5,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,17,21,3,14,23,4,15,22,4,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,17,22,4,15,24,4,17,22,4,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,17,24,2,19,21,3,18,23,2,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,30,6,8,27,8,8,29,6,F
amt_gaming_vqa_dataset/8yfoGo7unhM_FIFA_1-59_720p_600k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,22,14,5,20,18,7,21,15,F
amt_gaming_vqa_dataset/91hOwhV-igE_PUBGMobile_12-06,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,6,29,0,6,29,1,8,26,J
amt_gaming_vqa_dataset/91hOwhV-igE_PUBGMobile_14-20,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,3,33,2,4,30,1,3,32,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,16,4,10,18,6,12,16,6,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,20,5,11,17,7,10,18,7,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,18,3,12,20,3,13,20,2,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,19,3,13,21,1,11,22,2,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,16,5,14,17,4,15,16,4,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,19,4,13,20,2,12,20,3,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,22,5,8,23,4,9,21,5,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,20,2,13,20,2,14,19,2,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,23,6,7,23,5,7,21,7,G
amt_gaming_vqa_dataset/9Rc3Zpn491M_Terraria_3-49_720p_600k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,18,8,4,22,9,5,20,10,G
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,16,19,2,13,22,2,12,23,2,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_10000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,21,0,14,22,3,17,18,4,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,23,2,12,25,2,15,20,4,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_2000k_hevc_nvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,17,21,1,18,17,4,17,18,4,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,23,2,12,24,3,11,25,3,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_5000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,20,3,15,22,1,16,20,2,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,20,4,11,23,5,11,23,5,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,19,0,17,19,2,17,21,0,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_6000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,19,2,17,19,3,16,19,4,J
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,26,3,12,24,3,10,23,6,J
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,23,4,20,20,6,18,23,5,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,31,4,12,29,5,12,29,5,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_1300k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,20,23,4,24,21,2,20,23,4,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_1500k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,23,19,5,25,19,3,23,19,5,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,24,4,20,24,3,20,24,3,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,22,23,2,18,26,3,18,27,2,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,22,23,2,22,22,3,19,25,3,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,26,2,23,23,1,20,24,3,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,23,6,18,25,4,15,25,7,K
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_600k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,31,10,7,29,11,4,33,10,K
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16,Highly Clear,No visible artifacts,Moderate level of immersion,14,13,1,14,10,4,12,13,3,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,16,10,3,13,12,4,13,13,3,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,17,1,9,18,2,11,17,1,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_2000k_hevc_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,13,11,1,11,12,2,11,13,1,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_2300k_h264_nvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,11,13,5,11,10,8,10,13,6,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_5000k_av1,Highly Clear,No visible artifacts,Moderate level of immersion,16,11,2,13,12,4,13,14,2,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_500k_av1,Highly Clear,No visible artifacts,High level of immersion,15,11,3,13,12,4,13,13,3,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,17,1,5,20,3,8,18,2,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,14,8,3,13,8,4,13,9,3,D
amt_gaming_vqa_dataset/9W42PDFAVyY_FIFA_0-16_1080p_800k_hevc_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,13,7,5,8,11,6,12,8,5,D
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_14-06,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,15,11,4,15,11,3,16,11,H
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_14-06_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,15,7,7,15,9,10,15,6,H
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_14-06_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,18,6,5,18,8,4,21,6,H
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_14-06_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,15,8,3,18,10,5,17,9,H
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_4-16,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,11,20,1,11,21,2,12,19,F
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_4-16_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,6,14,16,4,15,17,5,15,16,F
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_4-16_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,11,22,3,11,22,3,11,22,F
amt_gaming_vqa_dataset/9oiLnlNxG-A_GarrysMod_4-16_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,13,21,3,11,22,3,10,23,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05,Highly Clear,No visible artifacts,High level of immersion,23,17,0,20,19,1,20,19,1,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_10000k_h264_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,21,19,2,17,23,2,16,23,3,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_1500k_av1,Highly Clear,No visible artifacts,High level of immersion,24,17,2,24,17,2,23,19,1,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,21,13,4,18,18,2,18,15,5,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,20,21,2,17,23,3,15,26,2,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_5000k_av1,Highly Clear,No visible artifacts,Moderate level of immersion,26,16,1,25,15,3,20,21,2,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_500k_av1,Highly Clear,No visible artifacts,High level of immersion,20,17,6,20,18,5,20,15,8,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,24,14,4,20,19,3,19,20,3,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,22,14,3,19,16,4,22,14,3,F
amt_gaming_vqa_dataset/9pZUBpZomdk_AngryBirds2_0-05_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,16,20,3,14,20,5,12,22,5,F
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25,Minimally Clear,Minor Artifacts Present,Low level of immersion,3,13,16,2,15,15,1,15,16,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,9,22,4,8,22,4,8,22,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_1300k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,14,16,4,14,16,5,13,16,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,3,19,12,2,16,16,3,15,16,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_2500k_h264_nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,5,13,16,4,16,14,5,14,15,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_3000k_av1,Moderately Clear,Severe Artifacts Present,Low level of immersion,7,14,13,9,10,15,7,13,14,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,15,13,5,17,12,6,15,13,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_5000k_h264_nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,8,10,16,5,16,13,7,13,14,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,11,23,2,11,21,2,9,23,I
amt_gaming_vqa_dataset/9sVLdz81Jqk_MarioKartTour_1-25_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,20,2,8,24,3,11,20,I
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,21,12,15,22,8,12,23,10,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,18,25,5,17,25,6,16,25,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,26,10,12,23,12,15,21,11,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,26,10,11,24,11,13,21,12,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,27,11,9,26,12,9,24,14,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,25,11,13,20,14,10,24,13,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,25,9,13,26,8,10,28,9,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,25,9,17,21,9,14,24,9,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,15,28,7,17,23,6,15,26,K
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,14,30,5,17,25,4,15,28,K
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28,Highly Clear,No visible artifacts,High level of immersion,22,8,3,22,8,3,20,9,4,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,20,10,3,19,10,4,20,9,4,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_1500k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,16,17,1,17,14,3,14,18,2,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,19,13,2,18,14,2,21,11,2,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_2300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,19,14,1,20,12,2,19,13,2,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,18,15,1,16,16,2,17,15,2,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,16,9,11,13,10,10,15,9,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,20,11,3,20,12,2,19,12,3,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,20,14,0,19,14,1,20,13,1,I
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,15,9,10,13,11,10,13,11,I
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,25,26,6,21,25,11,24,25,8,K
