video_name,total_ratings_count,valid_ratings_count,unset_count,final_rate1,final_rate2,final_rate3,final_rate4,final_rate5,final_rate6,final_rate7,final_rate8,final_rate9,final_rate10,final_rate11,final_rate12,final_rate13,final_rate14,final_rate15,final_rate16,final_rate17,final_rate18,final_rate19,final_rate20,final_rate21,final_rate22,final_rate23,final_rate24,final_rate25,final_rate26,final_rate27,final_rate28,final_rate29,final_rate30,final_rate31,final_rate32,final_rate33,final_rate34,final_rate35,final_rate36,final_rate37,final_rate38,final_rate39,final_rate40,final_rate41
amt_gaming_vqa_dataset/eFootball_1_720p_3000k_av1,40,40,0,73,33,67,31,91,59,90,95,78,72,51,59,58,74,71,34,70,78,89,51,41,62,71,51,84,73,65,82,57,73,81,67,64,25,84,43,65,61,55,72,
amt_gaming_vqa_dataset/eFootball_1_720p_500k_av1,40,40,0,37,50,41,29,29,30,0,17,83,72,30,30,21,23,0,19,20,31,71,0,41,1,45,60,37,28,53,12,11,35,20,24,31,23,20,59,57,44,11,0,
amt_gaming_vqa_dataset/eFootball_1_1080p_10000k_h264nvenc,40,38,2,57,72,71,67,81,58,60,99,34,69,unset,69,66,26,71,46,74,69,50,65,40,74,75,36,57,51,70,81,71,84,unset,52,84,30,80,80,57,84,69,52,
amt_gaming_vqa_dataset/eFootball_1_1080p_2300k_h264nvenc,40,38,2,17,80,45,27,0,29,9,55,84,70,26,23,30,0,8,15,50,69,unset,0,40,4,22,42,30,29,65,11,10,37,unset,37,54,17,3,70,48,28,30,0,
amt_gaming_vqa_dataset/eFootball_1_1080p_5300k_h264nvenc,40,39,1,18,51,92,51,20,55,43,98,74,72,71,69,42,21,50,24,72,41,42,39,32,45,67,13,43,51,78,85,41,64,unset,54,51,29,83,31,51,50,41,35,
amt_gaming_vqa_dataset/eFootball_1_2160p_25000k_h264nvenc,40,38,2,79,27,94,71,50,50,78,99,70,75,49,60,42,12,71,56,69,78,unset,65,40,59,95,48,81,50,85,76,72,72,91,94,85,35,90,unset,58,83,40,57,
amt_gaming_vqa_dataset/eFootball_1_2160p_5000k_h264nvenc,40,40,0,10,51,40,22,0,28,8,69,87,70,29,50,17,0,26,15,52,22,38,0,40,29,22,18,37,29,76,46,15,25,0,0,71,23,31,63,30,28,30,0,
amt_gaming_vqa_dataset/Destiny2_2_480p_800k_hevcnvenc,40,39,1,10,71,37,15,50,7,20,21,61,74,8,11,27,0,8,35,28,16,33,31,50,7,20,16,47,29,73,19,9,29,52,74,35,15,52,62,unset,25,56,8,
amt_gaming_vqa_dataset/Destiny2_2_2160p_1500k_hevcnvenc,40,40,0,68,73,89,55,49,29,29,56,79,71,30,50,50,18,30,55,50,68,89,59,59,31,47,51,50,28,73,11,8,50,81,70,50,26,25,61,9,22,49,60,
amt_gaming_vqa_dataset/eFootball_1_480p_1000k_h264nvenc,40,40,0,32,54,25,18,0,0,0,27,67,52,8,21,10,0,7,0,17,22,39,2,40,9,19,40,26,26,72,19,11,29,0,33,36,2,0,72,22,15,33,10,
amt_gaming_vqa_dataset/Destiny2_2_2160p_10000k_hevcnvenc,40,39,1,83,49,56,63,85,51,60,99,70,69,60,60,64,90,59,78,72,69,50,69,40,75,52,71,87,50,80,71,83,72,77,100,61,71,78,67,40,66,40,unset,
amt_gaming_vqa_dataset/Destiny2_2_2160p_1000k_av1,40,40,0,29,31,8,44,70,30,21,94,78,72,29,31,21,37,11,64,50,31,52,81,50,30,39,51,81,49,70,40,9,39,91,68,63,62,51,79,63,61,46,83,
amt_gaming_vqa_dataset/Destiny2_2_2160p_5000k_av1,40,40,0,75,51,25,82,85,48,100,99,70,72,54,69,64,75,8,72,72,87,30,84,50,100,58,37,59,42,94,59,26,76,91,66,88,61,81,79,45,60,57,95,
amt_gaming_vqa_dataset/Destiny2_2_480p_1000k_av1,40,40,0,11,50,55,62,59,28,52,54,75,73,29,26,23,0,9,40,42,27,49,66,40,26,12,43,55,30,81,18,10,38,82,83,54,39,69,53,32,34,31,44,
amt_gaming_vqa_dataset/Destiny2_2_720p_1300k_av1,40,40,0,64,26,54,30,50,30,72,50,77,72,0,50,57,38,7,43,32,59,93,70,77,50,46,29,55,27,59,28,9,41,77,71,72,55,33,41,33,41,32,69,
amt_gaming_vqa_dataset/Destiny2_2_720p_3000k_av1,40,40,0,83,50,54,55,76,50,60,93,81,74,50,76,71,78,52,75,71,78,27,82,59,93,60,79,56,42,78,53,70,65,71,91,75,44,60,65,47,48,72,94,
amt_gaming_vqa_dataset/Destiny2_2_720p_500k_av1,40,39,1,7,72,32,37,51,0,0,22,53,73,8,30,23,0,0,36,18,31,unset,49,50,0,3,37,28,7,92,12,10,10,52,55,39,37,16,42,12,0,22,17,
amt_gaming_vqa_dataset/Destiny2_2_1080p_10000k_h264nvenc,40,40,0,74,49,84,79,72,71,82,99,83,71,60,74,64,69,59,74,71,87,50,86,50,92,62,51,43,50,67,82,79,58,93,49,95,56,50,41,66,94,80,71,
amt_gaming_vqa_dataset/Destiny2_2_1080p_2300k_h264nvenc,40,40,0,10,73,38,55,12,0,0,27,65,73,27,30,21,0,8,38,49,30,31,14,50,1,35,68,46,28,84,16,9,27,24,51,57,28,3,71,63,21,44,24,
amt_gaming_vqa_dataset/Destiny2_2_1080p_5300k_h264nvenc,40,38,2,65,83,60,72,70,52,85,98,65,70,51,41,69,80,unset,56,72,78,unset,65,50,84,39,49,63,49,74,60,40,29,85,78,74,55,16,64,40,28,86,77,
amt_gaming_vqa_dataset/Destiny2_2_2160p_25000k_h264nvenc,40,39,1,71,51,86,84,100,71,73,99,72,63,58,77,72,63,71,62,76,69,70,85,50,88,37,52,55,49,73,80,73,65,61,97,89,61,92,unset,34,70,83,92,
amt_gaming_vqa_dataset/Destiny2_2_2160p_5000k_h264nvenc,40,39,1,9,71,51,13,0,29,0,50,86,70,9,41,9,0,28,61,49,13,50,unset,31,8,17,36,40,0,56,11,13,27,0,0,34,40,2,64,30,18,21,0,
amt_gaming_vqa_dataset/Destiny2_2_2160p_8500k_h264nvenc,40,40,0,36,31,50,35,0,72,63,93,79,73,50,50,36,17,30,69,56,31,50,0,40,71,55,72,44,51,68,61,8,27,70,45,46,65,10,58,37,26,51,30,
amt_gaming_vqa_dataset/Destiny2_2_480p_1000k_h264nvenc,40,40,0,18,19,46,22,0,29,0,50,82,69,7,29,38,0,0,26,23,22,19,20,41,0,14,11,34,28,56,13,12,27,54,15,48,28,16,62,13,22,50,31,
amt_gaming_vqa_dataset/Destiny2_2_720p_1000k_h264nvenc,40,40,0,0,27,35,20,0,0,0,17,63,72,0,22,13,0,1,8,13,22,29,10,41,0,0,8,19,6,54,10,11,4,0,0,39,35,4,76,11,7,0,0,
amt_gaming_vqa_dataset/Destiny2_2_720p_2500k_h264nvenc,40,39,1,32,31,49,38,51,27,69,90,86,89,41,50,58,22,unset,37,51,31,51,74,40,35,40,64,55,27,69,27,15,13,96,62,64,52,61,56,16,34,74,77,
amt_gaming_vqa_dataset/Destiny2_2_720p_5000k_h264nvenc,40,40,0,84,50,60,78,72,71,82,93,82,69,60,53,70,67,26,67,72,78,60,61,44,49,60,68,73,50,76,60,33,54,84,49,78,52,58,55,36,52,73,97,
amt_gaming_vqa_dataset/Destiny2_2_1080p_2000k_hevcnvenc,40,40,0,32,73,86,28,49,28,51,59,80,73,28,51,58,28,50,60,71,31,92,74,77,34,33,92,52,49,74,11,14,48,92,72,49,62,70,57,45,46,71,71,
amt_gaming_vqa_dataset/Destiny2_2_1080p_6000k_hevcnvenc,40,39,1,75,75,71,76,71,53,69,93,64,72,55,84,64,76,52,80,73,78,49,75,59,84,63,67,73,50,75,85,73,69,90,61,85,51,90,56,45,66,88,unset,
amt_gaming_vqa_dataset/Destiny2_2_1080p_800k_hevcnvenc,40,40,0,14,52,27,33,11,41,13,18,92,71,0,22,20,0,29,29,30,31,50,0,40,1,33,32,31,7,72,10,10,8,45,28,37,17,8,71,29,13,2,30,
amt_gaming_vqa_dataset/eFootball_1_2160p_8500k_h264nvenc,40,40,0,18,70,51,55,79,70,0,55,63,70,28,39,62,9,51,24,47,87,88,28,40,17,40,25,54,49,69,54,71,59,32,40,74,34,88,41,64,54,41,55,
amt_gaming_vqa_dataset/eFootball_1_720p_1000k_h264nvenc,40,40,0,10,29,28,10,0,6,0,19,73,69,28,15,11,0,0,9,21,27,51,0,13,0,7,14,24,30,74,18,14,25,0,0,54,7,22,62,28,12,1,0,
amt_gaming_vqa_dataset/Destiny2_2,40,39,1,75,72,87,87,73,72,93,94,76,77,unset,86,71,61,29,71,78,88,93,85,70,100,76,71,83,60,87,76,64,75,93,100,91,67,81,62,44,93,79,100,
amt_gaming_vqa_dataset/CatQuest_720p_500k_av1,40,40,0,78,50,60,24,75,59,76,55,90,70,71,50,68,74,61,28,72,59,88,63,78,83,59,80,67,52,79,62,81,69,50,59,80,36,78,45,38,72,54,91,
amt_gaming_vqa_dataset/CatQuest_1080p_2300k_h264nvenc,40,40,0,69,50,83,67,33,58,80,93,81,71,73,50,67,29,60,35,76,78,38,91,77,78,83,95,70,73,74,48,62,85,63,83,96,39,50,50,36,78,54,89,
amt_gaming_vqa_dataset/CatQuest_1080p_5300k_h264nvenc,40,40,0,73,27,73,75,72,72,71,99,65,73,71,80,73,63,72,60,71,68,88,62,69,76,73,72,91,72,70,88,84,90,67,58,82,46,78,56,35,84,56,69,
amt_gaming_vqa_dataset/CatQuest_2160p_25000k_h264nvenc,40,40,0,73,71,76,78,66,49,69,99,81,72,71,74,67,81,71,74,79,59,94,71,87,63,94,66,76,50,72,77,83,90,66,78,81,41,82,50,74,100,45,98,
amt_gaming_vqa_dataset/CatQuest_2160p_5000k_h264nvenc,40,39,1,24,74,46,45,80,72,20,79,78,72,58,60,67,31,unset,51,58,50,49,6,87,35,88,72,63,72,74,55,58,38,16,76,72,38,38,76,28,43,75,100,
amt_gaming_vqa_dataset/CatQuest_2160p_8500k_h264nvenc,40,38,2,72,30,88,64,67,69,72,92,71,90,71,80,58,77,71,51,90,68,unset,77,81,87,98,85,81,73,76,82,62,61,unset,72,84,55,93,52,46,90,81,71,
amt_gaming_vqa_dataset/CatQuest_480p_1000k_h264nvenc,40,40,0,74,50,49,36,50,49,4,50,89,72,50,50,30,75,42,11,42,36,70,25,87,46,73,64,49,59,71,33,20,28,53,51,58,21,28,72,30,73,59,65,
amt_gaming_vqa_dataset/CatQuest_720p_1000k_h264nvenc,40,40,0,6,29,47,27,31,52,11,55,84,66,29,41,33,14,28,28,50,50,68,0,59,21,33,72,51,73,71,26,30,31,70,38,74,22,10,64,37,22,43,16,
amt_gaming_vqa_dataset/CatQuest_720p_2500k_h264nvenc,40,40,0,72,50,71,69,82,50,89,59,86,70,49,87,75,79,61,23,73,78,93,83,87,84,66,71,75,73,71,62,56,85,88,72,68,26,77,42,49,80,64,68,
amt_gaming_vqa_dataset/CatQuest_720p_5000k_h264nvenc,40,40,0,71,29,64,63,50,56,64,93,73,71,71,82,74,75,71,46,76,69,89,87,78,96,69,73,80,74,74,70,73,81,71,96,77,28,73,33,26,94,71,95,
amt_gaming_vqa_dataset/CatQuest_1080p_2000k_hevcnvenc,40,40,0,72,22,74,74,51,73,85,59,82,72,73,92,81,72,69,52,83,69,88,82,78,92,86,71,76,73,73,69,86,66,93,70,65,38,80,64,36,95,56,71,
amt_gaming_vqa_dataset/CatQuest_1080p_6000k_hevcnvenc,40,40,0,73,19,75,70,92,59,93,93,80,73,71,77,73,86,72,45,91,69,89,59,87,92,80,72,81,50,74,87,87,94,71,95,94,55,61,43,30,100,74,89,
amt_gaming_vqa_dataset/CatQuest_1080p_800k_hevcnvenc,40,40,0,35,29,59,72,70,48,67,60,68,66,71,49,57,28,71,30,58,50,88,45,77,38,54,72,55,73,71,45,31,66,45,46,44,29,77,50,25,57,36,69,
amt_gaming_vqa_dataset/CatQuest_2160p_10000k_hevcnvenc,40,40,0,65,71,71,79,84,53,94,97,91,71,72,71,71,81,71,63,75,69,90,76,77,68,93,92,74,72,69,75,75,87,50,68,93,48,75,61,46,96,50,95,
amt_gaming_vqa_dataset/CatQuest_2160p_1500k_hevcnvenc,40,40,0,70,50,60,56,72,51,50,54,68,68,71,78,58,77,60,29,79,69,41,40,78,65,68,58,77,72,76,33,59,71,61,77,67,51,81,67,30,88,49,51,
amt_gaming_vqa_dataset/CatQuest_2160p_6000k_hevcnvenc,40,39,1,66,81,88,79,80,71,84,79,82,70,unset,78,70,79,71,75,71,78,88,63,71,50,92,86,62,72,75,69,90,93,83,68,84,45,79,37,30,87,68,50,
amt_gaming_vqa_dataset/CatQuest_480p_800k_hevcnvenc,40,40,0,75,73,80,55,61,28,28,54,71,62,44,31,68,70,49,13,74,31,68,53,78,65,73,73,40,60,78,52,39,33,57,57,62,36,43,44,39,42,46,94,
amt_gaming_vqa_dataset/CatQuest_720p_1500k_hevcnvenc,40,40,0,63,29,78,70,87,49,90,59,69,73,61,76,64,61,70,48,78,78,89,71,86,50,84,76,80,72,72,71,55,79,84,93,65,41,87,40,40,74,52,95,
amt_gaming_vqa_dataset/CatQuest_720p_3500k_hevcnvenc,40,40,0,88,50,57,75,73,59,88,78,78,60,71,73,78,82,71,36,71,78,33,75,59,86,91,92,74,72,77,72,89,82,53,82,66,45,91,59,47,80,75,68,
amt_gaming_vqa_dataset/CatQuest_720p_600k_hevcnvenc,40,40,0,68,29,62,24,49,40,19,54,88,72,59,59,37,74,71,39,55,50,79,54,86,29,44,90,56,60,71,26,21,50,69,54,47,52,84,56,37,66,69,47,
amt_gaming_vqa_dataset/CatQuest_1080p_10000k_h264nvenc,40,40,0,72,49,80,73,93,73,79,99,84,73,70,83,68,77,72,66,79,78,88,75,78,64,90,34,78,71,86,60,82,86,65,71,78,46,76,48,37,94,70,96,
amt_gaming_vqa_dataset/CatQuest_720p_3000k_av1,40,40,0,70,26,92,71,78,50,100,93,78,69,59,78,66,73,71,40,71,81,86,88,77,75,85,74,78,70,71,59,79,90,100,71,78,48,81,43,58,98,58,84,
amt_gaming_vqa_dataset/eFootball_1_720p_2500k_h264nvenc,40,40,0,28,50,50,22,7,27,0,55,85,73,42,40,46,29,30,24,53,31,40,0,40,23,44,22,34,50,60,69,17,42,27,41,75,17,67,54,42,54,69,74,
amt_gaming_vqa_dataset/CatQuest_720p_1300k_av1,40,40,0,63,32,59,77,80,50,79,68,68,71,71,78,72,87,70,29,71,59,49,77,87,73,93,72,58,72,77,58,59,76,72,69,68,29,78,45,39,93,45,65,
amt_gaming_vqa_dataset/eFootball_1_720p_5000k_h264nvenc,40,39,1,33,32,65,77,80,50,48,93,88,70,51,41,61,77,71,26,71,87,50,50,50,56,35,37,64,50,77,70,70,50,unset,50,55,28,67,73,39,58,46,49,
amt_gaming_vqa_dataset/eFootball_1_1080p_2000k_hevcnvenc,40,40,0,35,29,82,26,71,52,37,59,66,70,71,73,57,19,51,18,47,87,58,55,37,33,38,71,75,50,74,58,29,53,72,59,57,44,66,87,22,42,36,72,
amt_gaming_vqa_dataset/eFootball_1_1080p_6000k_hevcnvenc,40,39,1,28,50,92,56,77,60,83,85,66,75,52,69,83,41,71,36,71,60,69,74,40,65,78,29,79,51,69,72,74,65,74,unset,76,45,100,65,64,58,60,70,
amt_gaming_vqa_dataset/eFootball_1_1080p_800k_hevcnvenc,40,40,0,20,29,29,16,7,27,0,23,65,91,17,16,16,7,0,0,17,31,31,0,32,2,39,16,28,28,76,11,10,17,15,12,30,16,6,61,36,28,9,0,
amt_gaming_vqa_dataset/eFootball_1_2160p_10000k_hevcnvenc,40,40,0,43,74,33,74,69,70,80,89,52,69,49,50,58,62,72,54,71,78,90,74,40,52,77,18,70,49,85,71,80,80,49,61,76,23,95,68,36,66,27,66,
amt_gaming_vqa_dataset/eFootball_1_2160p_1500k_hevcnvenc,40,39,1,28,29,60,24,0,29,0,47,84,90,49,24,26,28,30,24,43,31,49,0,50,32,38,60,41,50,89,36,26,29,0,16,unset,26,90,66,31,28,28,28,
amt_gaming_vqa_dataset/eFootball_1_2160p_6000k_hevcnvenc,40,39,1,31,24,91,65,75,72,51,50,82,75,70,61,58,80,72,52,54,78,89,92,50,51,83,70,76,43,76,72,61,69,98,70,87,35,unset,67,28,71,40,94,
amt_gaming_vqa_dataset/eFootball_1_480p_800k_hevcnvenc,40,39,1,38,73,44,23,0,27,0,22,80,76,8,18,12,0,9,4,12,22,30,0,41,8,45,28,25,28,70,20,12,29,0,19,41,12,14,40,11,23,14,unset,
amt_gaming_vqa_dataset/eFootball_1_720p_1500k_hevcnvenc,40,40,0,34,74,54,37,50,51,70,57,63,73,52,42,65,21,71,20,43,59,51,0,40,20,46,61,70,51,72,35,19,36,51,27,48,26,89,58,26,43,34,50,
amt_gaming_vqa_dataset/eFootball_1_720p_3500k_hevcnvenc,40,40,0,73,78,69,59,79,50,51,79,64,71,51,57,54,37,51,19,44,78,87,52,40,63,48,86,68,60,70,58,57,49,62,50,87,41,81,49,45,57,67,93,
amt_gaming_vqa_dataset/eFootball_1_720p_600k_hevcnvenc,40,40,0,5,74,12,16,0,29,0,18,70,70,0,9,7,18,8,0,28,31,29,0,40,0,12,28,17,27,75,13,9,21,0,15,35,17,51,56,4,30,6,0,
amt_gaming_vqa_dataset/CatQuest,40,39,1,66,50,79,81,89,72,72,93,84,73,71,83,77,74,71,53,94,64,42,89,71,91,91,70,53,71,91,61,72,96,56,60,84,64,96,36,36,92,79,unset,
amt_gaming_vqa_dataset/CatQuest_1080p_1500k_av1,40,40,0,72,28,82,55,74,71,89,68,80,72,71,70,76,72,71,52,78,87,69,81,78,76,91,58,73,72,74,75,58,87,100,90,83,45,71,65,36,88,57,69,
amt_gaming_vqa_dataset/CatQuest_1080p_5000k_av1,40,40,0,85,29,64,75,83,59,77,93,81,72,71,78,76,83,71,40,71,79,95,67,78,92,90,48,75,70,82,82,83,98,85,58,83,33,78,40,36,96,57,93,
amt_gaming_vqa_dataset/CatQuest_1080p_500k_av1,40,40,0,76,17,64,63,50,51,44,72,86,72,71,77,58,63,71,26,72,50,90,53,78,35,53,61,79,72,76,44,26,56,70,48,78,27,32,42,29,72,55,53,
amt_gaming_vqa_dataset/CatQuest_2160p_10000k_av1,40,39,1,68,73,20,64,79,72,89,98,82,72,unset,76,71,80,72,51,74,83,36,52,78,49,86,72,78,74,72,69,58,92,100,94,77,34,96,65,15,94,70,72,
amt_gaming_vqa_dataset/CatQuest_2160p_1000k_av1,40,40,0,78,30,50,64,70,67,51,80,66,71,57,78,67,74,71,57,70,69,50,70,87,90,89,50,80,71,72,60,54,89,85,79,73,48,92,59,39,79,70,74,
amt_gaming_vqa_dataset/CatQuest_2160p_5000k_av1,40,39,1,76,71,35,71,81,47,72,94,87,70,71,73,66,63,72,61,73,87,50,78,78,88,96,50,73,72,67,84,75,91,83,92,75,54,69,63,unset,84,74,74,
amt_gaming_vqa_dataset/CatQuest_480p_1000k_av1,40,40,0,77,73,58,35,71,53,49,69,75,72,49,78,66,80,59,17,71,78,88,72,87,56,71,61,57,72,80,60,46,80,66,94,62,36,55,65,28,64,56,96,
amt_gaming_vqa_dataset/Destiny2_2_2160p_10000k_av1,40,40,0,74,50,15,86,83,70,83,98,89,68,50,58,78,73,49,85,66,87,29,69,50,100,63,30,81,61,72,85,56,71,69,0,58,55,91,66,68,73,67,95,
amt_gaming_vqa_dataset/Destiny2_2_1080p_1500k_av1,40,40,0,23,51,66,72,68,55,50,59,70,71,7,50,59,33,40,72,68,50,88,100,50,30,57,28,70,62,85,17,9,37,69,73,67,52,57,67,40,52,22,79,
amt_gaming_vqa_dataset/Destiny2_2_1080p_5000k_av1,40,40,0,79,74,97,74,57,53,51,80,57,70,49,86,77,74,71,68,71,87,91,100,31,70,57,42,62,58,91,80,74,71,71,75,67,54,80,44,58,64,64,60,
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_6000k_hevcnvenc,38,37,1,72,85,71,11,72,63,53,87,0,75,51,57,74,68,44,74,87,83,84,82,79,65,74,72,71,unset,77,72,87,100,91,93,72,84,82,76,98,81,,,
amt_gaming_vqa_dataset/DemonsSouls_2160p_10000k_av1,38,38,0,71,73,70,95,73,89,72,100,80,72,77,65,69,65,66,80,78,20,77,73,68,73,72,81,51,85,92,82,89,98,59,60,60,97,62,94,80,88,,,
amt_gaming_vqa_dataset/DemonsSouls_1080p_500k_av1,38,38,0,41,7,26,41,22,27,28,45,43,28,27,13,76,28,28,7,31,91,62,54,59,12,30,81,8,31,19,11,0,85,0,50,37,13,15,9,0,13,,,
amt_gaming_vqa_dataset/DemonsSouls_1080p_5000k_av1,38,38,0,71,74,70,91,72,100,70,100,87,76,79,73,73,70,99,92,59,88,97,57,87,79,70,73,50,88,64,69,64,99,70,68,66,59,79,97,100,86,,,
amt_gaming_vqa_dataset/DemonsSouls_1080p_1500k_av1,38,38,0,71,75,47,72,54,48,27,64,62,70,50,28,69,23,45,49,50,89,83,72,76,11,49,84,57,71,96,29,48,89,38,70,54,38,38,44,51,42,,,
amt_gaming_vqa_dataset/DemonsSouls,38,36,2,96,90,69,91,84,100,71,93,88,71,83,67,74,77,64,85,82,18,58,55,67,98,71,70,unset,93,66,86,73,83,unset,88,78,94,73,79,84,87,,,
amt_gaming_vqa_dataset/Faastpenguin_1_720p_600k_hevcnvenc,38,38,0,18,0,28,4,0,0,0,17,3,0,22,7,74,8,0,0,31,50,65,45,75,10,27,77,9,27,0,36,0,90,0,71,10,32,18,0,27,11,,,
amt_gaming_vqa_dataset/Faastpenguin_1_720p_3500k_hevcnvenc,38,38,0,80,78,35,0,17,100,73,72,10,71,79,71,73,42,31,85,50,13,82,70,62,73,73,71,50,88,82,68,77,84,93,87,34,65,89,62,98,64,,,
amt_gaming_vqa_dataset/Faastpenguin_1_720p_1500k_hevcnvenc,38,38,0,52,24,69,8,22,69,28,69,52,70,41,30,72,15,30,100,31,50,80,72,71,13,72,79,60,49,69,29,65,93,63,80,28,69,73,36,34,12,,,
amt_gaming_vqa_dataset/Faastpenguin_1_480p_800k_hevcnvenc,38,38,0,18,15,28,8,4,24,0,44,0,6,41,23,75,23,7,63,31,53,71,50,65,34,28,76,9,45,45,33,0,66,43,78,21,8,25,0,0,9,,,
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_1500k_hevcnvenc,38,37,1,42,28,70,0,54,48,27,59,2,50,50,41,64,24,35,52,31,91,87,64,74,39,52,71,29,unset,90,49,77,92,80,86,39,65,50,38,63,12,,,
amt_gaming_vqa_dataset/Farcry6_1,38,36,2,96,90,93,88,84,85,71,87,76,49,87,78,74,60,92,100,78,unset,74,69,62,87,60,75,71,92,100,87,94,75,unset,92,69,80,79,77,71,86,,,
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_10000k_hevcnvenc,38,36,2,78,74,65,9,76,100,72,59,0,72,78,70,74,77,71,unset,87,89,87,69,40,97,95,78,59,unset,100,94,99,96,100,87,61,81,95,91,100,79,,,
amt_gaming_vqa_dataset/Faastpenguin_1_1080p_800k_hevcnvenc,38,38,0,10,18,26,3,0,0,27,26,0,4,13,11,72,16,9,0,31,51,73,45,45,21,29,71,21,30,0,19,0,86,0,78,12,27,13,2,13,12,,,
amt_gaming_vqa_dataset/Faastpenguin_1_1080p_6000k_hevcnvenc,38,38,0,78,79,52,10,80,88,72,87,0,72,72,67,78,55,96,100,78,87,88,73,39,71,72,74,67,89,83,77,77,94,69,71,61,87,93,66,96,86,,,
amt_gaming_vqa_dataset/Faastpenguin_1_1080p_2000k_hevcnvenc,38,38,0,59,76,50,0,24,67,0,60,0,60,50,51,15,45,17,100,60,49,86,78,74,46,74,77,59,60,100,42,65,91,71,92,51,82,99,76,97,38,,,
amt_gaming_vqa_dataset/Faastpenguin_1_720p_5000k_h264nvenc,38,37,1,55,74,73,73,51,59,71,87,62,73,59,70,77,55,77,92,69,60,89,80,77,89,75,80,72,84,74,87,61,88,93,89,45,92,82,100,unset,81,,,
amt_gaming_vqa_dataset/Faastpenguin_1_720p_2500k_h264nvenc,38,38,0,61,69,81,52,24,78,50,87,59,49,31,53,85,27,27,93,59,41,80,59,73,65,50,83,47,69,49,60,64,83,50,79,33,45,74,46,72,39,,,
amt_gaming_vqa_dataset/Faastpenguin_1_720p_1000k_h264nvenc,38,38,0,6,0,0,14,0,0,26,13,73,0,12,0,78,5,0,0,12,27,65,16,24,16,27,71,10,6,0,18,0,13,0,23,0,3,8,0,0,9,,,
amt_gaming_vqa_dataset/Faastpenguin_1_480p_1000k_h264nvenc,38,38,0,37,12,25,45,32,0,28,22,27,27,26,22,77,28,1,16,32,50,81,28,64,23,29,71,17,44,16,21,0,81,0,72,17,3,25,0,0,10,,,
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_8500k_h264nvenc,38,36,2,76,64,70,69,56,87,27,100,72,59,77,69,69,56,37,64,26,unset,94,77,unset,79,73,79,29,72,100,45,73,96,69,88,50,50,59,50,64,41,,,
amt_gaming_vqa_dataset/DemonsSouls_2160p_1000k_av1,38,38,0,48,34,49,64,25,45,29,59,55,27,31,32,75,62,26,49,41,92,88,45,63,30,29,75,42,43,92,22,34,95,11,51,61,72,21,37,49,26,,,
amt_gaming_vqa_dataset/DemonsSouls_720p_1500k_hevcnvenc,38,38,0,58,20,29,0,53,50,29,87,3,50,59,36,70,62,34,50,36,50,72,75,84,31,50,89,50,88,81,32,49,95,55,59,35,68,35,43,94,43,,,
amt_gaming_vqa_dataset/DemonsSouls_480p_1000k_av1,38,38,0,41,8,49,55,3,28,28,59,46,26,40,22,77,25,16,73,36,87,72,57,84,28,49,89,18,71,52,26,32,93,61,42,42,31,34,38,35,22,,,
amt_gaming_vqa_dataset/DemonsSouls_720p_1300k_av1,38,38,0,59,55,51,53,33,85,54,73,57,75,51,13,73,24,40,60,31,90,95,77,81,31,51,81,50,74,62,10,57,63,63,66,53,73,26,30,33,39,,,
amt_gaming_vqa_dataset/DemonsSouls_480p_800k_hevcnvenc,38,38,0,41,7,28,0,27,45,29,59,0,27,31,24,79,18,4,84,41,32,86,50,59,31,26,85,46,66,71,25,23,90,42,41,17,73,5,6,52,15,,,
amt_gaming_vqa_dataset/DemonsSouls_2160p_6000k_hevcnvenc,38,37,1,93,90,72,0,76,90,70,87,0,72,77,62,69,57,100,100,79,49,98,51,53,74,73,87,71,unset,57,81,75,59,70,59,63,83,60,84,97,89,,,
amt_gaming_vqa_dataset/DemonsSouls_2160p_1500k_hevcnvenc,38,36,2,32,13,66,6,41,37,0,44,5,28,31,23,15,58,6,0,26,89,79,52,64,31,29,87,22,unset,14,30,16,97,0,41,53,36,24,36,unset,9,,,
amt_gaming_vqa_dataset/DemonsSouls_2160p_10000k_hevcnvenc,38,37,1,90,84,72,0,81,62,72,94,1,71,84,73,60,81,73,82,59,21,85,69,58,85,74,71,69,unset,68,85,79,89,74,60,70,91,77,96,72,88,,,
amt_gaming_vqa_dataset/DemonsSouls_1080p_800k_hevcnvenc,38,37,1,39,9,29,2,18,7,0,22,0,8,23,13,42,29,2,0,31,89,71,29,67,2,26,86,23,29,unset,8,5,25,0,41,31,22,15,0,0,11,,,
amt_gaming_vqa_dataset/DemonsSouls_1080p_6000k_hevcnvenc,38,38,0,91,67,70,4,79,80,70,93,56,73,78,69,76,57,76,75,69,41,83,69,36,81,75,78,71,88,69,55,69,91,95,71,74,59,94,68,72,87,,,
amt_gaming_vqa_dataset/DemonsSouls_1080p_2000k_hevcnvenc,38,38,0,89,32,52,4,53,58,29,45,5,59,59,43,73,50,74,61,50,50,77,59,67,9,51,87,50,60,73,37,47,96,60,50,55,55,27,50,42,59,,,
