video_name,total_ratings_count,valid_ratings_count,unset_count,final_rate1,final_rate2,final_rate3,final_rate4,final_rate5,final_rate6,final_rate7,final_rate8,final_rate9,final_rate10,final_rate11,final_rate12,final_rate13,final_rate14,final_rate15,final_rate16,final_rate17,final_rate18,final_rate19,final_rate20,final_rate21,final_rate22,final_rate23,final_rate24,final_rate25,final_rate26,final_rate27,final_rate28,final_rate29,final_rate30,final_rate31,final_rate32,final_rate33,final_rate34,final_rate35,final_rate36,final_rate37,final_rate38,final_rate39,final_rate40,final_rate41,final_rate42,final_rate43,final_rate44
amt_gaming_vqa_dataset/skyrim_2_720p_1300k_av1,42,42,0,75,22,27,77,29,88,11,60,31,27,45,30,46,72,32,81,49,50,51,41,49,90,47,39,77,56,30,69,45,62,63,53,16,32,72,27,68,63,22,28,29,69,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_10000k_av1,42,42,0,79,93,77,61,59,87,72,51,85,53,69,67,58,72,89,82,72,21,90,74,72,88,94,59,75,91,94,70,69,46,87,100,85,78,69,57,56,88,90,97,94,69,,
amt_gaming_vqa_dataset/skyrim_2_2160p_5000k_av1,42,42,0,73,70,88,84,59,87,50,56,58,87,73,76,49,91,71,90,71,87,80,65,72,87,59,59,79,46,67,82,52,76,96,46,72,45,93,75,67,68,65,71,70,78,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_500k_av1,42,42,0,55,32,7,16,29,75,31,65,29,62,29,36,64,49,18,69,44,17,51,27,32,87,21,10,75,44,12,40,68,46,22,24,22,43,59,35,62,47,10,0,50,50,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_1300k_av1,42,42,0,53,60,74,68,59,82,72,56,73,58,59,38,56,47,28,91,71,53,76,43,56,88,58,90,69,92,56,70,59,65,40,93,58,73,70,77,65,54,46,69,69,70,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_1000k_av1,42,42,0,54,41,35,46,60,82,50,56,40,60,30,40,53,73,30,76,51,14,50,58,57,82,43,44,68,90,22,70,54,45,82,79,60,77,69,41,74,39,69,50,54,70,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_5000k_av1,42,42,0,55,64,71,80,50,89,50,63,85,87,59,68,50,49,71,76,59,20,80,54,88,50,82,91,80,70,77,78,79,59,92,71,86,83,59,76,65,73,61,93,68,69,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_480p_1000k_av1,42,42,0,56,40,68,60,29,89,29,58,27,77,49,46,54,71,33,66,60,28,78,45,49,87,33,56,68,90,44,41,54,41,50,65,29,62,61,50,44,43,32,70,64,50,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_3000k_av1,42,41,1,72,92,62,84,13,84,28,73,71,100,50,48,60,70,48,89,unset,23,88,70,57,89,69,89,75,57,64,71,88,68,82,76,74,84,70,64,72,86,70,67,78,69,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_500k_av1,42,42,0,61,26,15,40,0,88,50,63,8,43,30,44,62,50,27,95,29,40,35,9,29,88,28,48,64,56,19,38,71,41,22,19,38,34,62,27,65,21,8,51,22,49,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_10000k_h264nvenc,42,42,0,52,87,72,82,60,94,19,60,74,63,60,48,55,49,78,74,71,61,86,67,62,92,85,96,80,93,81,78,73,86,78,89,88,84,93,80,75,59,77,93,88,70,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_2300k_h264nvenc,42,42,0,60,40,27,60,55,88,21,62,39,70,0,47,52,49,29,70,59,26,50,56,46,87,36,31,90,72,23,31,80,65,41,31,37,69,46,64,55,35,54,56,50,68,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_5300k_h264nvenc,42,41,1,62,88,78,69,59,89,72,62,71,84,71,unset,74,72,63,86,71,46,83,71,60,87,92,91,75,91,68,69,72,72,59,63,70,67,78,84,61,90,57,62,78,71,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_25000k_h264nvenc,42,41,1,57,87,81,85,78,75,29,63,65,100,68,52,44,73,87,69,72,50,92,80,75,90,98,100,73,unset,89,78,32,80,73,79,77,80,73,71,67,46,86,74,78,70,,
amt_gaming_vqa_dataset/skyrim_2_2160p_10000k_av1,42,42,0,57,87,65,82,59,88,23,60,65,100,70,71,71,50,80,92,72,92,80,66,73,57,78,97,72,92,70,87,75,81,96,90,82,84,87,55,60,78,71,73,96,72,,
amt_gaming_vqa_dataset/skyrim_2_2160p_1000k_av1,42,42,0,59,8,33,19,29,88,71,59,14,30,28,65,64,72,28,71,50,59,37,0,33,58,11,23,73,64,29,36,49,43,13,14,28,20,72,45,65,13,30,0,31,49,,
amt_gaming_vqa_dataset/skyrim_2_1080p_2300k_h264nvenc,42,42,0,43,0,15,1,0,94,69,59,0,0,0,29,58,72,11,89,0,50,19,3,38,46,0,2,69,8,6,41,17,40,13,7,33,8,50,0,63,29,20,0,27,32,,
amt_gaming_vqa_dataset/skyrim_2_1080p_500k_av1,42,42,0,65,8,34,11,0,89,76,62,17,16,0,31,71,70,11,76,28,49,12,35,23,89,26,14,70,57,18,31,25,42,13,30,13,11,50,0,44,31,13,0,8,50,,
amt_gaming_vqa_dataset/skyrim_2_1080p_2000k_hevcnvenc,42,34,8,51,18,71,51,40,unset,unset,unset,30,51,49,45,unset,unset,28,unset,61,55,50,48,51,78,30,43,unset,unset,29,50,46,77,78,49,30,30,79,73,42,59,44,50,30,72,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_8500k_h264nvenc,42,42,0,61,78,63,70,60,85,31,56,64,100,51,61,58,73,60,70,71,69,89,68,66,78,56,61,74,92,71,59,71,50,71,45,79,66,69,51,67,73,64,64,71,69,,
amt_gaming_vqa_dataset/skyrim_2_1080p_5300k_h264nvenc,42,41,1,45,37,47,65,50,93,13,66,54,75,70,40,61,93,44,82,72,47,51,41,69,87,30,20,72,56,46,70,58,78,41,11,26,39,69,55,60,71,45,unset,40,78,,
amt_gaming_vqa_dataset/skyrim_2_2160p_25000k_h264nvenc,42,40,2,59,69,89,91,70,88,51,58,65,100,73,unset,60,70,71,89,71,87,79,53,71,87,86,87,79,91,73,71,69,69,87,78,81,58,71,76,unset,74,66,69,85,80,,
amt_gaming_vqa_dataset/skyrim_2_2160p_5000k_h264nvenc,42,41,1,56,0,0,0,0,89,50,63,0,0,1,49,65,71,18,73,0,9,9,26,23,58,2,9,59,5,27,28,14,12,8,5,20,7,50,7,unset,59,21,0,23,29,,
amt_gaming_vqa_dataset/skyrim_2_2160p_8500k_h264nvenc,42,41,1,60,55,29,28,22,93,24,71,5,30,70,48,52,72,11,84,49,47,64,47,47,91,21,33,76,55,7,60,70,47,36,5,30,34,70,36,unset,87,32,0,31,49,,
amt_gaming_vqa_dataset/skyrim_2_480p_1000k_h264nvenc,42,41,1,67,0,15,1,0,87,51,58,0,0,0,30,56,74,11,78,9,23,18,17,33,58,0,10,76,15,21,26,30,34,4,0,6,1,7,7,unset,41,16,0,9,32,,
amt_gaming_vqa_dataset/skyrim_2_720p_1000k_h264nvenc,42,41,1,59,0,0,0,0,93,49,66,0,0,0,36,55,72,10,84,6,9,10,26,19,59,0,1,58,6,19,13,8,8,8,22,26,0,28,0,unset,2,15,0,8,30,,
amt_gaming_vqa_dataset/skyrim_2_720p_2500k_h264nvenc,42,39,3,49,7,9,8,22,97,75,62,32,41,30,26,57,72,27,90,unset,50,38,44,40,86,32,24,82,47,63,59,45,61,37,31,28,37,72,8,unset,72,7,39,unset,69,,
amt_gaming_vqa_dataset/skyrim_2_720p_5000k_h264nvenc,42,41,1,53,50,83,20,51,82,27,57,71,43,69,48,54,71,52,91,72,57,80,49,47,51,49,94,79,88,54,69,59,90,50,91,49,44,72,32,unset,41,49,61,51,79,,
amt_gaming_vqa_dataset/skyrim_2_1080p_6000k_hevcnvenc,42,35,7,58,78,92,74,73,unset,unset,unset,74,90,73,58,unset,unset,81,unset,72,77,74,44,67,87,92,68,unset,92,76,59,87,90,92,89,58,71,70,70,49,50,74,80,91,78,,
amt_gaming_vqa_dataset/skyrim_2_1080p_5000k_av1,42,42,0,74,100,78,58,50,92,70,59,73,91,71,59,83,72,83,84,75,74,77,75,51,75,66,47,84,91,83,68,84,62,87,75,56,74,72,57,64,87,55,55,88,88,,
amt_gaming_vqa_dataset/skyrim_2_1080p_800k_hevcnvenc,42,35,7,56,0,2,31,0,unset,unset,unset,7,0,0,28,unset,unset,14,unset,6,16,4,26,30,88,0,8,unset,15,6,59,35,43,22,19,28,0,50,0,61,8,6,0,8,50,,
amt_gaming_vqa_dataset/skyrim_2_2160p_10000k_hevcnvenc,42,34,8,70,71,66,72,71,unset,unset,unset,75,100,72,66,unset,unset,70,unset,71,63,80,unset,69,90,84,71,unset,54,83,60,80,93,92,93,79,75,70,96,59,45,70,85,85,69,,
amt_gaming_vqa_dataset/skyrim_2_2160p_1500k_hevcnvenc,42,35,7,69,0,17,0,20,unset,unset,unset,7,0,6,45,unset,unset,9,unset,29,42,31,21,43,59,20,5,unset,54,30,41,55,26,38,28,32,22,60,7,61,49,22,0,19,50,,
amt_gaming_vqa_dataset/skyrim_2_2160p_6000k_hevcnvenc,42,34,8,57,78,69,72,unset,unset,unset,unset,64,100,59,38,unset,unset,86,unset,71,85,87,55,60,87,69,69,unset,90,61,59,63,81,83,79,78,73,71,40,62,68,62,65,69,78,,
amt_gaming_vqa_dataset/skyrim_2_480p_800k_hevcnvenc,42,34,8,53,12,5,0,0,unset,unset,unset,6,0,28,48,unset,unset,30,unset,25,53,22,28,25,50,30,9,unset,unset,7,59,47,41,37,14,19,34,71,9,49,19,36,0,13,33,,
amt_gaming_vqa_dataset/skyrim_2_720p_1500k_hevcnvenc,42,35,7,60,22,7,41,51,unset,unset,unset,66,75,48,55,unset,unset,8,unset,51,60,29,35,38,50,30,32,unset,55,26,55,59,74,45,29,21,33,70,31,41,69,36,71,22,71,,
amt_gaming_vqa_dataset/skyrim_2_720p_3500k_hevcnvenc,42,35,7,56,46,73,90,41,unset,unset,unset,65,81,60,34,unset,unset,63,unset,72,86,69,59,56,88,64,71,unset,45,40,71,59,74,66,87,58,59,71,41,61,96,50,66,50,71,,
amt_gaming_vqa_dataset/skyrim_2_720p_600k_hevcnvenc,42,35,7,57,0,8,36,0,unset,unset,unset,10,0,0,20,unset,unset,17,unset,0,16,17,13,30,50,0,0,unset,9,35,39,24,26,4,16,15,0,33,1,79,17,14,0,13,32,,
amt_gaming_vqa_dataset/skyrim_2_1080p_1500k_av1,42,42,0,55,32,35,24,42,94,73,57,15,42,51,38,55,74,41,74,50,40,40,28,52,87,33,39,75,76,37,59,69,50,39,37,19,30,82,15,62,57,32,27,33,78,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_5000k_h264nvenc,42,42,0,65,20,5,62,22,90,73,46,10,32,50,51,50,72,8,71,60,25,88,26,49,86,17,17,76,16,36,59,15,31,18,20,23,44,66,69,59,54,40,29,32,49,,
amt_gaming_vqa_dataset/skyrim_2,42,41,1,62,78,72,91,71,87,28,62,85,99,72,66,49,72,86,71,unset,88,77,74,75,87,77,98,77,56,70,88,83,22,96,87,77,84,84,77,61,82,65,73,100,69,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_480p_1000k_h264nvenc,42,42,0,57,21,37,27,9,87,22,58,17,35,59,48,56,49,28,89,30,26,39,40,48,77,19,11,79,56,37,41,69,50,31,33,33,26,46,40,64,31,17,0,31,51,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_2000k_hevcnvenc,42,42,0,50,69,35,51,29,80,78,63,69,92,70,46,52,51,35,70,71,65,40,79,56,76,50,48,72,82,68,73,69,66,41,58,57,71,50,44,75,78,72,95,78,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_2300k_h264nvenc,42,42,0,67,45,27,70,29,92,27,61,0,16,29,36,53,51,29,74,60,36,75,35,42,60,1,23,77,44,26,59,36,53,17,10,20,31,50,40,68,50,9,0,41,49,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_5300k_h264nvenc,42,42,0,57,91,70,76,59,95,28,62,71,51,71,54,95,74,72,92,72,64,90,74,51,84,59,47,71,83,43,71,59,80,41,35,76,75,46,66,66,59,53,59,68,51,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_25000k_h264nvenc,42,40,2,61,99,85,88,70,69,73,60,73,100,73,48,57,74,69,72,72,65,69,93,70,86,85,unset,68,90,67,69,68,79,unset,99,90,92,51,55,68,95,83,97,69,68,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_5000k_h264nvenc,42,42,0,70,41,15,37,29,87,32,60,6,0,8,46,64,50,11,78,9,45,31,29,43,50,12,12,75,23,26,40,41,31,13,12,30,29,53,31,70,56,16,30,41,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_8500k_h264nvenc,42,41,1,76,50,74,79,58,79,71,58,30,42,49,unset,63,50,61,87,72,68,57,25,51,62,50,29,80,25,44,59,59,60,13,58,43,44,50,65,70,77,43,91,78,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_1000k_h264nvenc,42,42,0,61,41,18,29,10,84,29,67,16,0,7,29,63,50,8,90,29,31,22,5,38,44,33,26,73,18,13,39,51,41,13,12,20,50,70,12,67,11,19,50,31,51,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1000k_h264nvenc,42,42,0,60,7,15,17,20,92,34,56,0,0,0,38,62,50,19,92,30,28,11,24,40,50,19,6,79,8,13,22,13,31,4,10,8,26,60,27,63,21,14,3,15,31,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_2500k_h264nvenc,42,42,0,55,69,38,59,29,83,21,91,26,50,50,44,66,51,49,82,71,45,58,79,58,82,50,34,66,60,34,59,22,56,50,13,50,65,61,50,74,69,49,83,40,51,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_5000k_h264nvenc,42,42,0,70,65,75,77,70,94,16,58,71,87,72,39,65,71,46,86,71,70,52,92,52,50,72,57,87,95,76,70,62,69,74,90,77,83,62,51,57,94,76,100,70,69,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_6000k_hevcnvenc,42,42,0,60,59,75,72,71,88,31,67,68,87,73,46,52,51,71,72,72,73,78,68,65,92,76,12,78,85,83,78,74,65,78,49,86,66,71,75,64,86,72,70,87,69,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_500k_av1,42,42,0,55,23,16,83,15,73,71,59,19,17,28,55,59,72,9,89,9,70,32,30,47,62,40,39,78,91,34,61,55,37,36,96,32,36,50,26,77,49,27,49,29,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_800k_hevcnvenc,42,42,0,73,41,11,18,29,96,30,59,16,0,11,39,59,50,16,77,41,31,42,33,42,60,27,0,74,56,35,57,41,40,26,19,38,21,69,11,69,39,30,47,29,40,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_10000k_hevcnvenc,42,41,1,56,unset,77,51,78,87,72,61,77,100,71,49,73,50,82,71,71,39,78,72,68,58,69,71,76,90,83,75,59,83,46,89,86,83,61,65,57,35,89,74,71,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_1500k_hevcnvenc,42,42,0,61,41,61,38,59,81,72,59,73,40,71,64,54,51,29,90,71,68,50,38,52,65,40,18,80,55,44,68,74,47,68,32,41,36,63,35,74,50,58,69,50,49,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_6000k_hevcnvenc,42,42,0,57,81,82,86,70,86,53,64,76,100,71,66,66,51,49,88,72,74,69,74,67,60,81,63,81,82,74,80,76,54,50,63,75,59,74,66,32,88,89,100,69,69,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_800k_hevcnvenc,42,42,0,70,6,13,22,0,92,76,59,20,27,0,47,43,50,29,70,30,47,31,18,39,86,38,10,75,56,8,59,58,33,39,25,26,31,58,38,41,15,20,48,32,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1500k_hevcnvenc,42,42,0,75,82,16,73,50,94,16,59,41,51,58,38,62,51,29,79,50,48,26,42,48,82,52,19,78,56,33,78,59,49,38,47,77,70,60,33,66,51,51,100,68,51,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_3500k_hevcnvenc,42,42,0,69,59,75,81,71,88,74,60,62,85,71,47,64,50,69,91,72,73,84,58,53,88,53,59,73,91,78,73,69,51,64,77,77,65,51,44,66,49,69,100,70,69,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_600k_hevcnvenc,42,42,0,66,23,13,33,1,94,31,60,0,0,29,57,65,48,13,84,8,31,12,12,33,59,9,7,74,11,6,50,50,27,17,31,22,25,51,32,62,5,26,49,20,31,,
amt_gaming_vqa_dataset/skyrim_2_1080p_10000k_h264nvenc,42,41,1,43,45,83,94,59,89,83,65,73,50,70,75,57,49,93,92,72,60,51,75,70,87,56,69,77,92,74,78,70,90,69,65,71,73,71,68,unset,98,72,62,88,79,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_10000k_h264nvenc,42,42,0,65,87,77,78,71,93,85,61,68,100,72,38,61,75,31,85,71,54,72,88,60,87,82,90,76,55,82,78,68,81,74,79,89,78,65,88,60,69,73,86,69,78,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_3000k_av1,42,42,0,53,84,76,92,59,91,51,64,71,100,74,57,57,52,90,67,71,63,89,73,67,88,84,89,82,92,78,72,56,49,36,90,86,73,73,71,53,71,74,95,78,70,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_1000k_h264nvenc,42,42,0,60,0,13,13,0,88,11,62,0,10,48,30,56,50,10,92,50,26,40,36,33,50,6,7,73,18,15,25,22,39,22,11,31,17,28,36,57,29,22,0,33,49,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_1500k_hevcnvenc,42,42,0,58,50,71,64,72,99,74,65,66,73,53,55,55,50,50,66,71,48,79,48,53,91,39,74,64,91,78,60,81,60,87,92,53,79,70,69,61,47,56,59,59,71,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_2500k_h264nvenc,42,41,1,61,36,80,59,71,91,17,64,82,50,50,43,60,51,44,89,56,36,73,58,51,89,45,49,67,72,44,49,82,76,41,76,65,36,69,55,62,49,64,unset,50,69,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_5000k_h264nvenc,42,40,2,66,79,34,89,53,88,49,68,83,68,51,74,72,72,52,85,71,69,79,59,60,89,83,unset,77,55,68,59,69,82,78,92,87,81,70,74,58,55,80,unset,69,70,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_2000k_hevcnvenc,42,41,1,88,63,65,70,unset,88,15,61,73,65,51,67,84,51,33,90,70,67,81,73,66,89,61,91,88,91,62,69,73,63,68,89,36,75,71,74,77,43,51,93,60,69,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_6000k_hevcnvenc,42,42,0,54,96,71,88,71,89,72,61,72,82,58,67,60,51,68,84,70,40,86,82,71,89,85,93,76,91,74,73,77,64,77,87,87,90,66,77,74,32,91,75,84,71,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_800k_hevcnvenc,42,42,0,58,30,33,39,0,97,72,63,27,8,0,64,62,50,22,74,48,23,34,5,44,88,41,50,78,54,21,39,45,35,18,27,30,34,48,45,64,2,37,0,26,50,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_10000k_hevcnvenc,42,40,2,63,70,83,86,unset,77,10,63,85,75,69,66,59,73,68,72,71,55,85,68,69,87,69,90,76,57,72,63,34,60,78,unset,90,68,82,67,61,69,68,86,89,70,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_1500k_hevcnvenc,42,42,0,55,31,33,20,0,93,32,57,29,3,29,67,64,77,10,84,1,36,51,37,46,87,14,30,77,56,32,49,32,45,22,30,36,41,65,33,61,40,31,9,38,49,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_6000k_hevcnvenc,42,41,1,65,79,80,91,74,85,69,64,85,90,60,47,58,50,80,79,72,32,87,64,67,90,84,79,78,91,unset,74,80,65,70,90,84,74,91,50,68,83,74,98,93,69,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_480p_800k_hevcnvenc,42,42,0,60,31,62,39,29,87,27,58,28,52,29,47,57,48,61,80,51,13,50,17,52,87,48,46,81,62,29,59,69,50,31,36,28,55,71,54,53,40,32,51,36,49,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_3500k_hevcnvenc,42,42,0,52,59,72,88,70,81,27,61,80,79,51,34,57,49,84,79,71,34,91,50,59,88,74,78,79,90,50,64,78,67,73,43,85,79,54,44,72,87,65,92,86,73,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1300k_av1,42,42,0,62,87,64,71,8,98,81,55,73,91,50,42,65,50,65,82,58,48,51,73,59,88,71,86,57,89,61,78,51,60,37,90,88,83,52,63,60,77,74,100,60,50,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_600k_hevcnvenc,42,41,1,63,32,37,33,9,92,72,59,21,unset,27,45,52,50,61,94,7,27,69,37,31,87,3,40,76,90,19,50,32,40,31,26,15,39,29,41,66,58,20,9,10,49,,
amt_gaming_vqa_dataset/Amerfightingopenbeta,42,41,1,52,100,85,90,unset,93,71,32,21,100,71,57,64,73,73,68,72,64,94,85,62,84,87,67,81,82,87,69,51,60,87,100,81,74,70,57,64,74,73,82,78,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_1500k_av1,42,42,0,50,50,65,80,71,89,76,60,70,59,71,56,68,50,49,76,72,53,91,69,59,83,79,55,74,64,75,71,59,48,59,66,77,69,51,64,34,87,50,100,83,70,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_5000k_av1,42,42,0,62,100,75,92,79,89,75,63,88,60,70,45,57,73,69,85,71,61,50,88,63,92,70,93,72,90,92,60,55,59,59,88,84,61,52,50,57,92,87,100,87,71,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_500k_av1,42,41,1,49,50,23,48,0,92,50,61,17,51,51,30,61,72,17,93,8,34,35,68,46,65,25,13,72,unset,15,59,48,52,32,19,14,29,59,11,64,8,27,69,41,69,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_10000k_av1,42,42,0,72,78,79,82,77,89,50,62,75,81,72,39,63,72,49,87,72,69,40,73,71,81,79,53,82,92,82,72,68,68,92,92,89,66,68,82,61,87,82,63,94,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_1000k_av1,42,42,0,64,64,40,64,51,79,28,56,32,78,44,66,44,71,54,90,72,65,78,49,62,60,51,75,81,74,68,59,62,65,67,14,59,63,69,69,64,72,81,86,59,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_5000k_av1,42,42,0,57,84,72,80,71,92,24,64,67,83,71,68,60,50,71,82,72,63,54,66,67,88,82,59,79,91,82,87,71,72,92,78,84,82,69,59,67,58,81,99,87,50,,
amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_1000k_av1,42,42,0,70,41,67,67,50,72,22,65,14,32,70,45,64,51,61,72,49,60,82,55,38,80,59,27,81,91,43,71,59,52,27,37,33,32,50,40,76,45,15,50,41,51,,
amt_gaming_vqa_dataset/Returnal_1_2160p_5000k_h264nvenc,41,40,1,42,45,60,56,47,7,42,8,16,56,58,31,90,36,68,61,59,17,11,13,19,81,88,23,38,72,21,22,28,20,24,36,71,16,88,13,66,unset,16,0,29,,,
amt_gaming_vqa_dataset/Returnal_1_2160p_8500k_h264nvenc,41,40,1,51,41,62,56,70,28,69,29,17,74,61,69,81,43,71,52,65,13,30,14,50,71,82,18,64,73,33,72,82,48,45,20,63,30,87,25,72,unset,15,26,48,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_5000k_av1,41,41,0,72,78,67,57,78,58,84,71,28,74,66,87,91,91,87,63,59,86,75,95,66,70,83,88,91,35,72,59,74,88,73,100,83,51,86,72,41,76,69,57,69,,,
amt_gaming_vqa_dataset/Returnal_1_720p_3500k_hevcnvenc,41,39,2,30,78,60,63,60,76,93,29,59,56,46,78,92,95,89,41,59,45,62,75,45,87,83,50,unset,74,43,85,59,69,93,69,55,75,97,56,42,55,66,unset,28,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_1000k_av1,41,41,0,13,48,74,66,34,30,53,51,25,72,68,69,79,56,67,47,62,37,31,31,8,76,78,59,61,45,22,41,20,78,41,47,61,13,87,44,63,70,28,92,24,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_5000k_av1,41,40,1,83,91,64,45,68,71,67,71,47,71,65,82,78,50,13,31,58,55,97,97,61,76,50,93,90,33,59,12,91,94,65,unset,77,50,65,85,81,75,77,65,83,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_1000k_av1,41,40,1,unset,58,57,48,32,49,85,8,29,63,32,50,86,59,33,64,63,18,36,16,29,80,59,40,44,51,54,3,22,63,34,47,50,39,74,43,61,64,12,50,72,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_10000k_av1,41,41,0,96,77,49,57,75,72,90,71,45,69,57,92,81,91,22,58,59,86,91,69,65,80,59,92,85,34,48,9,53,83,85,74,46,69,49,83,77,82,84,93,91,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_500k_av1,41,41,0,15,41,48,55,13,9,36,29,28,53,53,59,82,10,72,69,73,18,46,41,23,75,64,49,62,38,21,25,25,59,31,46,28,31,73,22,72,45,27,25,31,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_5000k_av1,41,41,0,87,77,48,43,100,73,93,72,50,77,59,87,79,99,89,69,65,78,64,96,52,68,70,87,93,39,58,70,68,96,70,70,87,64,88,75,83,81,71,97,78,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_1500k_av1,41,41,0,40,77,53,36,63,73,72,41,39,72,54,60,90,72,91,55,56,64,60,83,9,82,69,84,94,47,38,70,69,47,55,43,44,42,87,65,58,89,64,83,78,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions,41,41,0,93,77,64,59,79,74,83,59,65,63,59,87,29,87,90,44,63,78,64,99,66,76,59,93,91,37,71,3,83,82,80,49,81,75,68,85,75,79,70,69,80,,,
amt_gaming_vqa_dataset/Returnal_1_720p_600k_hevcnvenc,41,41,0,7,24,61,53,7,28,24,0,14,64,58,27,84,27,65,51,65,15,19,0,28,80,74,17,29,74,22,41,22,24,5,1,22,10,88,18,57,30,11,9,8,,,
amt_gaming_vqa_dataset/Returnal_1_720p_1500k_hevcnvenc,41,40,1,8,49,61,50,39,51,45,28,39,73,66,50,87,70,92,88,57,unset,49,30,36,14,83,65,89,72,20,78,64,65,71,37,77,45,87,43,73,69,13,53,58,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_500k_av1,41,41,0,7,26,57,60,1,7,43,0,8,62,67,31,35,8,39,69,56,22,12,0,23,79,55,50,46,46,22,21,21,13,4,25,44,0,88,17,56,16,11,0,10,,,
amt_gaming_vqa_dataset/Returnal_1_480p_800k_hevcnvenc,41,41,0,9,29,57,54,12,26,65,27,30,65,61,45,88,39,82,18,65,9,19,2,27,43,83,87,37,73,38,50,22,42,8,18,26,3,72,22,60,29,18,17,25,,,
